id,s.fisher.age,f.name,year,cpue_fisher,cpue_sci,time,type,cpue_diff_per
234,32,cananeia_emalhe_pescada,2006,40,106.0416667,12,bad,37.7210216
365,33,santos_camrosa,2008,20,54.71630547,10,bad,36.5521755
348,33,santos_parelha_cam7b,2006,5.714285714,269.2834824,12,bad,2.122033503
252,33,cananeia_parelha_cam7b,2010,20,177.2613636,8,bad,11.28277454
222,33,santos_parelha_cam7b,2005,8.333333333,272.6559367,13,bad,3.056354992
13,33,RG_parelha,2012,2666.666667,5078.879627,6,bad,52.50501808
739,34,PE_linha,2004,5.555555556,5.366253558,14,bad,103.527638
626,34,PE_linha,2004,3.571428571,5.366253558,14,bad,66.55348155
440,34,ubatuba_parelha_cam7b,2005,20,40.47733333,13,bad,49.41036959
250,34,cananeia_parelha_cam7b,2004,83.33333333,216.9568182,14,bad,38.41010116
210,34,santos_parelha_cam7b,2004,90,275.7472764,14,bad,32.63858167
61,34,RG_parelha,2004,5000,4670.109104,14,bad,107.0638799
41,34,RG_emalhe,2004,700,1776.115048,14,bad,39.41186134
31,34,RG_tangone,2016,800,1129.5704,2,bad,70.8233856
884,35,Norte_linha,2005,6,58.42105218,13,bad,10.27027035
813,35,Norte_armadilha,2001,15,332.5592389,17,bad,4.5104746
736,35,PE_linha,2000,4.0625,4.392329736,18,bad,92.49077925
406,35,ubatuba_emalhe_corvina,2003,20,616.6945509,15,bad,3.243096598
311,35,cananeia_emalhe_pescada,2004,50,101.1895688,14,bad,49.41220779
302,35,cananeia_parelha_cam7b,2007,20,197.1090909,11,bad,10.14666544
296,35,cananeia_parelha_cam7b,2000,40,243.4204545,18,bad,16.43247281
55,35,RG_tangone,2002,1200,986.5320953,16,bad,121.6382118
15,35,RG_parelha,2003,4545.454545,4631.336329,15,bad,98.14563708
899,36,Norte_armadilha,2003,80,296.3427933,15,bad,26.99576363
422,36,ubatuba_camrosa,2005,25,25.12844332,13,bad,99.48885286
404,36,ubatuba_parelha_cam7b,2004,8.571428571,40.5868,14,bad,21.11875923
51,36,RG_tangone,2001,937.5,873.3677752,17,bad,107.3430949
878,37,Norte_rede,2006,2.222222222,117.8250011,12,bad,1.886036241
867,37,Norte_rede,2001,2,118.5861059,17,bad,1.68653822
843,37,Norte_rede,2002,20,118.4338849,16,bad,16.88705898
395,37,ubatuba_parelha_cam7b,2000,3,41.02466667,18,bad,7.312673675
235,37,cananeia_emalhe_pescada,1995,10,79.35512821,23,bad,12.60158004
200,37,santos_parelha_cam7b,2010,100,253.1843086,8,bad,39.49691849
108,37,RG_tangone,2005,470.5882353,1559.973095,13,bad,30.16643279
34,37,RG_tangone,2012,714.2857143,1680.447122,6,bad,42.50569417
14,37,RG_parelha,2003,2500,4631.336329,15,bad,53.98010039
1,37,RG_parelha,2004,1111.111111,4670.109104,14,bad,23.7919733
634,38,PE_linha,2006,4.285714286,5.516400238,12,bad,77.69041587
439,38,ubatuba_emalhe_tainha,2002,80,39.00805085,16,bad,205.0858688
433,38,ubatuba_emalhe_tainha,2003,20,38.33288136,15,bad,52.17452821
400,38,ubatuba_parelha_cam7b,1999,20,41.13413333,19,bad,48.62142066
387,38,ubatuba_emalhe_tainha,1996,100,43.0590678,22,bad,232.2391197
338,38,santos_parelha_cam7b,2004,10,275.7472764,14,bad,3.626509074
277,38,cananeia_emalhe_pescada,2005,333.3333333,103.6156177,13,bad,321.7018252
243,38,cananeia_emalhe_pescada,2005,107.1428571,103.6156177,13,bad,103.4041581
242,38,cananeia_emalhe_pescada,2010,200,115.7458625,8,bad,172.7923536
232,38,cananeia_emalhe_pescada,1995,2,79.35512821,23,bad,2.520316009
203,38,santos_parelha_cam7b,1999,66.66666667,286.6895518,19,bad,23.25395755
6,38,RG_simples,2008,2000,4337.273283,10,bad,46.11192031
438,39,ubatuba_emalhe_tainha,1996,0.909090909,43.0590678,22,bad,2.111264724
434,39,ubatuba_emalhe_corvina,2008,50,370.1047027,10,bad,13.50969054
417,39,ubatuba_emalhe_corvina,2000,400,554.7707332,18,bad,72.10185687
397,39,ubatuba_emalhe_corvina,1997,5,367.4824063,21,bad,1.360609356
268,39,cananeia_emalhe_pescada,1996,0,81.78117716,22,bad,0
233,39,cananeia_emalhe_pescada,2008,5,110.8937646,10,bad,4.508819786
104,39,RG_parelha,2003,7142.857143,4631.336329,15,bad,154.2288583
103,39,RG_parelha,2000,3750,4540.225201,18,bad,82.59502192
52,39,RG_emalhe,2001,1000,1691.649485,17,bad,59.11390089
44,39,RG_emalhe,2006,1600,1821.781394,12,bad,87.82612476
448,40,ubatuba_emalhe_tainha,1994,10,44.40940678,24,bad,22.51775181
401,40,ubatuba_emalhe_tainha,2010,50,33.60669492,8,bad,148.7798789
318,40,santos_parelha_cam7b,1999,120,286.6895518,19,bad,41.85712358
297,40,cananeia_parelha_cam7b,1996,200,269.8840909,22,bad,74.10588721
294,40,cananeia_parelha_cam7b,2007,10,197.1090909,11,bad,5.073332719
53,40,RG_parelha,2000,5000,4540.225201,18,bad,110.1266959
33,40,RG_emalhe,2001,571.4285714,1691.649485,17,bad,33.77937194
29,40,RG_emalhe,2008,714.2857143,1857.133855,10,bad,38.4617249
408,41,ubatuba_parelha_cam7b,2004,30,40.5868,14,bad,73.91565731
340,41,santos_parelha_cam7b,1995,25,289.5118499,23,bad,8.635225124
317,41,cananeia_parelha_cam7b,1998,142.8571429,256.6522727,20,bad,55.66174862
316,41,cananeia_parelha_cam7b,2005,214.2857143,210.3409091,13,bad,101.8754341
364,42,santos_parelha_cam7b,2003,30,278.549295,15,bad,10.77008649
356,42,santos_camrosa,2001,15,50.09370485,17,bad,29.94388226
205,42,santos_parelha_cam7b,1996,50,289.3250492,22,bad,17.28160079
421,43,ubatuba_parelha_cam7b,2009,15,40.03946667,9,bad,37.46303647
419,43,ubatuba_emalhe_tainha,1995,5,43.73423729,23,bad,11.43269052
407,43,ubatuba_parelha_cam7b,1995,6.666666667,41.572,23,bad,16.03643478
341,43,santos_parelha_cam7b,2008,200,261.7314467,10,bad,76.41420338
236,43,cananeia_emalhe_pescada,2008,5,110.8937646,10,bad,4.508819786
206,43,santos_parelha_cam7b,1992,20,288.0533847,26,bad,6.943157436
75,43,RG_tangone,1995,866.6666667,922.0236487,23,bad,93.99614293
65,43,RG_tangone,1994,3250,917.5937754,24,bad,354.1872326
640,44,PE_linha,1999,33.33333333,4.067501599,19,bad,819.5038778
460,44,ubatuba_parelha_cam7b,1994,20,41.68146667,24,bad,47.98295645
443,44,ubatuba_parelha_cam7b,1992,2,41.9004,26,bad,4.773224122
414,44,ubatuba_parelha_cam7b,1996,2,41.46253333,22,bad,4.823631938
386,44,ubatuba_parelha_cam7b,2002,30,40.80573333,16,bad,73.51908066
371,44,santos_parelha_multisp,1996,1083.333333,2655.824426,22,bad,40.79084908
360,44,santos_emalhe_pescada,1997,80,107.5465278,21,bad,74.38640897
328,44,santos_parelha_cam7b,2002,83.33333333,281.0537315,16,bad,29.65032092
321,44,santos_parelha_multisp,2004,40,2669.988118,14,bad,1.498134008
220,44,santos_parelha_cam7b,1994,100,289.3547857,24,bad,34.55964959
201,44,santos_parelha_cam7b,2007,200,265.63872,11,bad,75.29022877
17,44,RG_parelha,2000,2000,4540.225201,18,bad,44.05067836
377,45,ubatuba_parelha_cam7b,2002,14,40.80573333,16,bad,34.30890431
451,46,ubatuba_camrosa,2000,10,25.23434509,18,bad,39.62852994
429,46,ubatuba_emalhe_tainha,1990,10,47.11008475,28,bad,21.22687754
346,46,santos_parelha_cam7b,1992,40,288.0533847,26,bad,13.88631487
336,46,santos_parelha_cam7b,1996,30,289.3250492,22,bad,10.36896048
223,46,santos_parelha_cam7b,1997,200,288.7914698,21,bad,69.2541231
16,46,RG_parelha,2010,2272.727273,4970.813366,8,bad,45.72143642
2,46,RG_parelha,1996,2000,4467.873229,22,bad,44.76402748
426,47,ubatuba_emalhe_tainha,1991,15,46.43491525,27,bad,32.30327851
416,47,ubatuba_emalhe_corvina,1991,100,65.77100553,27,bad,152.0426808
353,47,santos_parelha_cam7b,1991,3,286.9447659,27,bad,1.045497377
272,47,cananeia_emalhe_pescada,1996,83.33333333,81.78117716,22,bad,101.8979382
216,47,santos_parelha_cam7b,1988,400,282.1147282,30,bad,141.7862876
21,47,RG_parelha,2004,5333.333333,4670.109104,14,bad,114.2014718
861,48,Norte_rede,2004,3,118.129443,14,bad,2.539587019
461,48,ubatuba_parelha_cam7b,1994,20,41.68146667,24,bad,47.98295645
431,48,ubatuba_emalhe_corvina,1988,100,43.81505121,30,bad,228.2320738
375,48,ubatuba_emalhe_tainha,1988,5,48.46042373,30,bad,10.31769765
298,48,cananeia_emalhe_pescada,1998,20,86.63327506,20,bad,23.08581776
202,48,santos_parelha_cam7b,1992,20,288.0533847,26,bad,6.943157436
36,48,RG_parelha,2012,1333.333333,5078.879627,6,bad,26.25250904
27,48,RG_simples,1998,1333.333333,3509.700935,20,bad,37.98994154
18,48,RG_parelha,2000,3000,4540.225201,18,bad,66.07601754
850,49,Norte_rede,2004,10,118.129443,14,bad,8.465290063
447,49,ubatuba_emalhe_tainha,1986,30,49.81076271,32,bad,60.22794747
445,49,ubatuba_parelha_cam7b,1996,35,41.46253333,22,bad,84.41355891
357,49,santos_parelha_cam7b,1996,10,289.3250492,22,bad,3.456320159
239,49,cananeia_parelha_cam7b,2012,100,164.0295455,6,bad,60.96462664
69,49,RG_parelha,1992,4000,4445.889817,26,bad,89.97074072
22,49,RG_parelha,1992,6666.666667,4445.889817,26,bad,149.9512345
10,49,RG_simples,1998,2500,3509.700935,20,bad,71.23114038
653,50,PE_linha,2003,18.75,5.027605418,15,bad,372.9409618
392,50,ubatuba_emalhe_tainha,1990,30,47.11008475,28,bad,63.68063263
391,50,ubatuba_parelha_cam7b,1989,100,42.2288,29,bad,236.8052135
376,50,ubatuba_emalhe_tainha,2003,20,38.33288136,15,bad,52.17452821
354,50,santos_parelha_cam7b,2012,12,243.7898489,6,bad,4.922272217
350,50,santos_camrosa,1994,33.33333333,45.47110423,24,bad,73.30662824
23,50,RG_simples,1992,2666.666667,3563.140218,26,bad,74.84035159
459,51,ubatuba_parelha_cam7b,2008,5,40.14893333,10,bad,12.45363098
409,51,ubatuba_parelha_cam7b,1992,2,41.9004,26,bad,4.773224122
366,51,santos_camrosa,1994,8.333333333,45.47110423,24,bad,18.32665706
363,51,santos_parelha_cam7b,2007,71.42857143,265.63872,11,bad,26.88936742
345,51,santos_parelha_cam7b,1997,15,288.7914698,21,bad,5.194059233
212,51,santos_parelha_cam7b,1990,150,285.5635866,28,bad,52.52770558
5,51,RG_parelha,1992,1666.666667,4445.889817,26,bad,37.48780863
280,52,cananeia_emalhe_pescada,2004,100,101.1895688,14,bad,98.82441559
3,52,RG_parelha,1991,1666.666667,4454.964317,27,bad,37.41144817
384,53,ubatuba_camrosa,2002,33.33333333,25.16174788,16,bad,132.4762234
358,53,santos_parelha_cam7b,2012,20,243.7898489,6,bad,8.203787028
343,53,santos_parelha_cam7b,1996,10,289.3250492,22,bad,3.456320159
335,53,santos_parelha_cam7b,1990,10,285.5635866,28,bad,3.501847038
25,53,RG_parelha,2012,4000,5078.879627,6,bad,78.75752713
854,54,Norte_rede,2004,5,118.129443,14,bad,4.232645032
412,54,ubatuba_parelha_cam7b,1991,10,42.00986667,27,bad,23.80393177
402,54,ubatuba_camrosa,1989,7.5,26.12730029,29,bad,28.70560646
394,54,ubatuba_emalhe_tainha,1990,50,47.11008475,28,bad,106.1343877
221,54,santos_parelha_cam7b,1986,50,277.9976694,32,bad,17.98576229
420,55,ubatuba_camrosa,1986,18.75,26.38729133,32,bad,71.0569333
405,55,ubatuba_parelha_cam7b,1986,10,42.5572,32,bad,23.49778651
393,55,ubatuba_emalhe_corvina,1990,66.66666667,50.23957137,28,bad,132.6975228
325,55,santos_parelha_cam7b,1986,20,277.9976694,32,bad,7.194304917
95,55,RG_parelha,1987,3333.333333,4626.090978,31,bad,72.05507521
84,55,RG_parelha,1992,6666.666667,4445.889817,26,bad,149.9512345
50,55,RG_parelha,1988,5000,4556.609576,30,bad,109.7307091
30,55,RG_parelha,1998,4666.666667,4498.452519,20,bad,103.7393781
399,56,ubatuba_camrosa,2002,30,25.16174788,16,bad,119.2286011
380,56,ubatuba_emalhe_tainha,1985,70,50.4859322,33,bad,138.6524859
351,56,santos_camrosa,1987,66.66666667,40.84850361,31,bad,163.2046728
323,56,santos_parelha_multisp,1986,1000,2689.403673,32,bad,37.18296402
32,56,RG_parelha,1990,3333.333333,4474.32632,28,bad,74.49911104
923,57,Norte_armadilha,2003,230,296.3427933,15,bad,77.61282042
428,57,ubatuba_emalhe_corvina,1986,100,57.80357225,32,bad,172.9996886
425,57,ubatuba_camrosa,2008,15,25.16995865,10,bad,59.59485357
415,57,ubatuba_parelha_cam7b,1992,5,41.9004,26,bad,11.9330603
334,57,santos_parelha_multisp,1985,1200,2693.219931,33,bad,44.55633148
332,57,santos_parelha_multisp,2004,2000,2669.988118,14,bad,74.90670039
331,57,santos_parelha_multisp,1990,2000,2673.667202,28,bad,74.80362547
12,57,RG_parelha,1992,5000,4445.889817,26,bad,112.4634259
442,58,ubatuba_parelha_cam7b,1994,10,41.68146667,24,bad,23.99147823
333,58,santos_parelha_multisp,1993,1000,2662.834822,25,bad,37.55396286
62,58,RG_parelha,1988,5333.333333,4556.609576,30,bad,117.0460897
462,59,ubatuba_parelha_cam7b,1990,15,42.11933333,28,bad,35.61309929
437,59,ubatuba_parelha_cam7b,2004,30,40.5868,14,bad,73.91565731
413,59,ubatuba_camrosa,1990,6.666666667,26.03726728,28,bad,25.6043255
385,59,ubatuba_emalhe_corvina,1994,16,175.9716659,24,bad,9.092372865
603,60,PE_linha,2004,6.666666667,5.366253558,14,bad,124.2331656
330,60,santos_parelha_multisp,2012,1428.571429,2722.586234,6,bad,52.47111775
207,60,santos_parelha_cam7b,1983,142.8571429,271.2255611,35,bad,52.6709733
915,61,Norte_tarrafa,2008,1,62.06879463,10,bad,1.611115547
398,61,ubatuba_parelha_cam7b,1989,1,42.2288,29,bad,2.368052135
369,61,santos_camrosa,1993,0,44.81073271,25,bad,0
47,61,RG_parelha,1988,3333.333333,4556.609576,30,bad,73.15380609
19,61,RG_simples,2000,2666.666667,3593.133012,18,bad,74.21564016
435,62,ubatuba_emalhe_corvina,1995,80,233.3489077,23,bad,34.28342596
383,62,ubatuba_parelha_cam7b,1990,3,42.11933333,28,bad,7.122619858
378,62,ubatuba_emalhe_corvina,2004,30,596.8450936,14,bad,5.02642986
359,62,santos_parelha_cam7b,2007,100,265.63872,11,bad,37.64511439
320,62,santos_parelha_multisp,1988,0,2681.584814,30,bad,0
35,62,RG_parelha,1988,2666.666667,4556.609576,30,bad,58.52304487
9,62,RG_simples,2006,3000,4102.136298,12,bad,73.13262608
373,63,ubatuba_emalhe_corvina,1986,10,57.80357225,32,bad,17.29996886
218,63,santos_parelha_cam7b,1984,0,273.5183668,34,bad,0
48,63,RG_parelha,1981,5000,5562.214928,37,bad,89.89224733
4,64,RG_parelha,1979,3000,6052.374252,39,bad,49.56732474
860,65,Norte_rede,2004,10,118.129443,14,bad,8.465290063
368,65,santos_emalhe_pescada,2005,18.18181818,123.5610377,13,bad,14.71484743
436,66,ubatuba_emalhe_tainha,2010,50,33.60669492,8,bad,148.7798789
374,66,ubatuba_emalhe_corvina,1990,30,50.23957137,28,bad,59.71388525
372,66,santos_parelha_multisp,1996,1083.333333,2655.824426,22,bad,40.79084908
458,67,ubatuba_emalhe_corvina,2005,30,558.1059971,13,bad,5.375322995
238,67,cananeia_parelha_cam7b,1997,250,263.2681818,21,bad,94.96020305
441,69,ubatuba_camrosa,1998,20,25.34769029,20,bad,78.90265255
361,73,santos_camrosa,1988,5,41.50887513,30,bad,12.04561671
424,74,ubatuba_parelha_cam7b,1991,3,42.00986667,27,bad,7.141179532
418,75,ubatuba_emalhe_tainha,1987,0,49.13559322,31,bad,0
347,78,santos_parelha_cam7b,1986,100,277.9976694,32,bad,35.97152459
247,40,cananeia_emalhe_pescada,2015,33.33333333,127.8761072,3,bad,26.06689714
342,20,santos_parelha_cam7b,2015,15,228.6011591,3,bad,6.56164652
382,22,ubatuba_emalhe_tainha,2014,10,30.90601695,4,bad,32.35615905
68,24,RG_emalhe,2015,250,1822.103985,3,bad,13.72040246
344,26,santos_parelha_cam7b,2015,30,228.6011591,3,bad,13.12329304
211,26,santos_parelha_cam7b,2016,300,223.3803371,2,bad,134.3000928
396,27,ubatuba_emalhe_tainha,2015,2,30.23084746,3,bad,6.615758962
390,27,ubatuba_parelha_cam7b,2014,8,39.49213333,4,bad,20.2571989
278,27,cananeia_emalhe_pescada,2016,100,130.3021562,2,bad,76.74470087
249,27,cananeia_parelha_cam7b,2016,10,137.5659091,2,bad,7.269242842
204,27,santos_parelha_cam7b,2015,166.6666667,228.6011591,3,bad,72.90718355
26,27,RG_parelha,2017,3000,5322.196742,1,bad,56.36770201
444,28,ubatuba_camrosa,2015,2,25.41878325,3,bad,7.868197232
208,29,santos_parelha_cam7b,2016,2,223.3803371,2,bad,0.895333952
927,30,Norte_rede,2011,16.66666667,117.0638964,7,bad,14.23723896
410,30,ubatuba_emalhe_corvina,2017,1,186.3585483,1,bad,0.536600016
255,30,cananeia_emalhe_pescada,2015,333.3333333,127.8761072,3,bad,260.6689714
209,30,santos_parelha_cam7b,2015,71.42857143,228.6011591,3,bad,31.24593581
349,31,santos_camrosa,2016,66.66666667,59.99927761,2,bad,111.1124489
230,31,cananeia_emalhe_pescada,2014,20,125.4500583,4,bad,15.94259921
214,31,santos_parelha_cam7b,2016,166.6666667,223.3803371,2,bad,74.61116266
423,32,ubatuba_camrosa,2012,10,25.29796028,6,bad,39.52887857
381,32,ubatuba_parelha_cam7b,2014,10,39.49213333,4,bad,25.32149863
355,32,santos_parelha_cam7b,2014,10,233.7660107,4,bad,4.27778186
264,32,cananeia_parelha_cam7b,2014,10,150.7977273,4,bad,6.631399676
234,32,cananeia_emalhe_pescada,2015,20,127.8761072,3,bad,15.64013829
365,33,santos_camrosa,2015,20,59.33890609,3,bad,33.70469953
348,33,santos_parelha_cam7b,2015,30,228.6011591,3,bad,13.12329304
252,33,cananeia_parelha_cam7b,2016,20,137.5659091,2,bad,14.53848568
222,33,santos_parelha_cam7b,2015,12.5,228.6011591,3,bad,5.468038766
13,33,RG_parelha,2016,2666.666667,5276.425383,2,bad,50.53926613
440,34,ubatuba_parelha_cam7b,2011,10,39.82053333,7,bad,25.11267219
250,34,cananeia_parelha_cam7b,2014,50,150.7977273,4,bad,33.15699838
210,34,santos_parelha_cam7b,2015,90,228.6011591,3,bad,39.36987912
61,34,RG_parelha,2014,2352.941176,5181.084363,4,bad,45.41406801
41,34,RG_emalhe,2014,66.66666667,1846.758077,4,bad,3.609929611
31,34,RG_tangone,2018,428.5714286,1103.061685,0,bad,38.85289775
406,35,ubatuba_emalhe_corvina,2013,10,142.1902118,5,bad,7.032832903
311,35,cananeia_emalhe_pescada,2015,50,127.8761072,3,bad,39.10034571
302,35,cananeia_parelha_cam7b,2015,5,144.1818182,3,bad,3.467843631
296,35,cananeia_parelha_cam7b,2013,20,157.4136364,5,bad,12.70537957
55,35,RG_tangone,2014,400,1333.954442,4,bad,29.98603156
15,35,RG_parelha,2014,3333.333333,5181.084363,4,bad,64.33659635
422,36,ubatuba_camrosa,2015,25,25.41878325,3,bad,98.3524654
404,36,ubatuba_parelha_cam7b,2014,8.571428571,39.49213333,4,bad,21.70414168
51,36,RG_tangone,2014,454.5454545,1333.954442,4,bad,34.07503587
843,37,Norte_rede,2011,10,117.0638964,7,bad,8.542343376
395,37,ubatuba_parelha_cam7b,2013,3,39.6016,5,bad,7.575451497
235,37,cananeia_emalhe_pescada,2012,10,120.5979604,6,bad,8.292014199
200,37,santos_parelha_cam7b,2016,100,223.3803371,2,bad,44.7666976
108,37,RG_tangone,2015,352.9411765,1207.062491,3,bad,29.23967724
73,37,RG_emalhe,2013,1000,1864.777617,5,bad,53.62569729
34,37,RG_tangone,2017,846.1538462,1099.273561,1,bad,76.97391042
14,37,RG_parelha,2014,3333.333333,5181.084363,4,bad,64.33659635
1,37,RG_parelha,2014,2777.777778,5181.084363,4,bad,53.61383029
874,38,Norte_rede,2011,23.07692308,117.0638964,7,bad,19.7131001
868,38,Norte_rede,2010,50,117.2161173,8,bad,42.65624997
439,38,ubatuba_emalhe_tainha,2013,80,31.58118644,5,bad,253.3153723
433,38,ubatuba_emalhe_tainha,2014,20,30.90601695,4,bad,64.7123181
400,38,ubatuba_parelha_cam7b,2013,2,39.6016,5,bad,5.050300998
387,38,ubatuba_emalhe_tainha,2012,50,32.25635593,6,bad,155.0082102
338,38,santos_parelha_cam7b,2014,10,233.7660107,4,bad,4.27778186
277,38,cananeia_emalhe_pescada,2015,100,127.8761072,3,bad,78.20069143
243,38,cananeia_emalhe_pescada,2015,100,127.8761072,3,bad,78.20069143
242,38,cananeia_emalhe_pescada,2016,50,130.3021562,2,bad,38.37235043
232,38,cananeia_emalhe_pescada,2011,2,118.1719114,7,bad,1.692449565
203,38,santos_parelha_cam7b,2013,66.66666667,238.8405966,5,bad,27.91261939
6,38,RG_simples,2016,2666.666667,5422.286099,2,bad,49.1797485
438,39,ubatuba_emalhe_tainha,2012,0.909090909,32.25635593,6,bad,2.818331094
434,39,ubatuba_emalhe_corvina,2015,50,147.7044607,3,bad,33.85138117
417,39,ubatuba_emalhe_corvina,2014,40,138.9212658,4,bad,28.79328789
397,39,ubatuba_emalhe_corvina,2013,3,142.1902118,5,bad,2.109849871
268,39,cananeia_emalhe_pescada,2012,0,120.5979604,6,bad,0
233,39,cananeia_emalhe_pescada,2015,5,127.8761072,3,bad,3.910034571
104,39,RG_parelha,2014,2666.666667,5181.084363,4,bad,51.46927708
103,39,RG_parelha,2014,2307.692308,5181.084363,4,bad,44.54072055
52,39,RG_emalhe,2014,333.3333333,1846.758077,4,bad,18.04964806
44,39,RG_emalhe,2015,555.5555556,1822.103985,3,bad,30.48978325
448,40,ubatuba_emalhe_tainha,2012,0,32.25635593,6,bad,0
401,40,ubatuba_emalhe_tainha,2015,50,30.23084746,3,bad,165.393974
318,40,santos_parelha_cam7b,2013,70,238.8405966,5,bad,29.30825035
297,40,cananeia_parelha_cam7b,2006,100,203.725,12,bad,49.0857774
294,40,cananeia_parelha_cam7b,2015,10,144.1818182,3,bad,6.935687263
53,40,RG_parelha,2013,3333.333333,5130.875699,5,bad,64.96616813
33,40,RG_emalhe,2014,533.3333333,1846.758077,4,bad,28.87943689
29,40,RG_emalhe,2015,666.6666667,1822.103985,3,bad,36.5877399
408,41,ubatuba_parelha_cam7b,2015,20,39.38266667,3,bad,50.78376273
340,41,santos_parelha_cam7b,2012,75,243.7898489,6,bad,30.76420136
317,41,cananeia_parelha_cam7b,2013,200,157.4136364,5,bad,127.0537957
316,41,cananeia_parelha_cam7b,2015,28.57142857,144.1818182,3,bad,19.81624932
364,42,santos_parelha_cam7b,2011,10,248.581218,7,bad,4.022830076
356,42,santos_camrosa,2012,15,57.35779154,6,bad,26.1516345
205,42,santos_parelha_cam7b,2012,83.33333333,243.7898489,6,bad,34.18244595
421,43,ubatuba_parelha_cam7b,2016,15,39.2732,2,bad,38.1939847
419,43,ubatuba_emalhe_tainha,2011,5,32.93152542,7,bad,15.18301972
407,43,ubatuba_parelha_cam7b,2012,16.66666667,39.71106667,6,bad,41.96982873
341,43,santos_parelha_cam7b,2015,200,228.6011591,3,bad,87.48862026
236,43,cananeia_emalhe_pescada,2015,5,127.8761072,3,bad,3.910034571
206,43,santos_parelha_cam7b,2012,285.7142857,243.7898489,6,bad,117.1969575
96,43,RG_emalhe,2012,333.3333333,1875.754363,6,bad,17.77062818
75,43,RG_tangone,2012,333.3333333,1680.447122,6,bad,19.83599061
65,43,RG_tangone,2012,2400,1680.447122,6,bad,142.8191324
56,43,RG_emalhe,2012,1000,1875.754363,6,bad,53.31188453
460,44,ubatuba_parelha_cam7b,2012,15,39.71106667,6,bad,37.77284585
443,44,ubatuba_parelha_cam7b,2011,33.33333333,39.82053333,7,bad,83.7089073
414,44,ubatuba_parelha_cam7b,2009,1,40.03946667,9,bad,2.497535765
386,44,ubatuba_parelha_cam7b,2014,8,39.49213333,4,bad,20.2571989
371,44,santos_parelha_multisp,2012,1000,2722.586234,6,bad,36.72978242
360,44,santos_emalhe_pescada,2011,80,149.0626122,7,bad,53.66872271
328,44,santos_parelha_cam7b,2014,83.33333333,233.7660107,4,bad,35.64818216
321,44,santos_parelha_multisp,2014,1666.666667,2738.744879,4,bad,60.85512672
220,44,santos_parelha_cam7b,2012,200,243.7898489,6,bad,82.03787028
201,44,santos_parelha_cam7b,2015,500,228.6011591,3,bad,218.7215507
17,44,RG_parelha,2014,1666.666667,5181.084363,4,bad,32.16829818
377,45,ubatuba_parelha_cam7b,2014,1,39.49213333,4,bad,2.532149863
46,45,RG_emalhe,2012,800,1875.754363,6,bad,42.64950762
909,46,Norte_rede,2010,4,117.2161173,8,bad,3.412499998
642,46,PE_linha,2010,0,5.454443093,8,bad,0
451,46,ubatuba_camrosa,2007,8.75,25.14933007,11,bad,34.79217926
429,46,ubatuba_emalhe_tainha,2010,10,33.60669492,8,bad,29.75597578
346,46,santos_parelha_cam7b,2012,40,243.7898489,6,bad,16.40757406
336,46,santos_parelha_cam7b,2013,30,238.8405966,5,bad,12.56067872
237,46,cananeia_parelha_cam7b,2011,100,170.6454545,7,bad,58.60103352
223,46,santos_parelha_cam7b,2008,200,261.7314467,10,bad,76.41420338
49,46,RG_emalhe,2012,571.4285714,1875.754363,6,bad,30.46393402
16,46,RG_parelha,2016,833.3333333,5276.425383,2,bad,15.79352067
2,46,RG_parelha,2012,666.6666667,5078.879627,6,bad,13.12625452
845,47,Norte_armadilha,2011,8,151.4770107,7,bad,5.281329466
818,47,Norte_rede,2011,820,117.0638964,7,bad,700.4721568
789,47,Norte_linha,2011,4.5,78.41656489,7,bad,5.738583431
426,47,ubatuba_emalhe_tainha,2010,3,33.60669492,8,bad,8.926792733
416,47,ubatuba_emalhe_corvina,2007,40,439.0602399,11,bad,9.110367181
353,47,santos_parelha_cam7b,2011,3,248.581218,7,bad,1.206849023
272,47,cananeia_emalhe_pescada,2012,41.66666667,120.5979604,6,bad,34.55005916
225,47,cananeia_emalhe_pescada,2011,66.66666667,118.1719114,7,bad,56.41498549
216,47,santos_parelha_cam7b,2010,400,253.1843086,8,bad,157.987674
21,47,RG_parelha,2014,3888.888889,5181.084363,4,bad,75.05936241
461,48,ubatuba_parelha_cam7b,2012,8,39.71106667,6,bad,20.14551779
431,48,ubatuba_emalhe_corvina,1995,100,233.3489077,23,bad,42.85428245
375,48,ubatuba_emalhe_tainha,2010,5,33.60669492,8,bad,14.87798789
298,48,cananeia_emalhe_pescada,2013,53.33333333,123.0240093,5,bad,43.35197141
202,48,santos_parelha_cam7b,2011,10,248.581218,7,bad,4.022830076
36,48,RG_parelha,2016,1176.470588,5276.425383,2,bad,22.29673506
27,48,RG_simples,2013,833.3333333,5001.270014,5,bad,16.66243436
18,48,RG_parelha,2014,1111.111111,5181.084363,4,bad,21.44553212
836,49,Norte_rede,2010,5,117.2161173,8,bad,4.265624997
819,49,Norte_armadilha,2011,204,151.4770107,7,bad,134.6739014
447,49,ubatuba_emalhe_tainha,2010,15,33.60669492,8,bad,44.63396367
445,49,ubatuba_parelha_cam7b,2012,35,39.71106667,6,bad,88.13664032
357,49,santos_parelha_cam7b,2012,20,243.7898489,6,bad,8.203787028
310,49,cananeia_emalhe_pescada,2012,50,120.5979604,6,bad,41.46007099
304,49,cananeia_parelha_cam7b,2012,5,164.0295455,6,bad,3.048231332
