"","Var1","Freq"
"1","Min.",-320.965164918843
"2","1st Qu.",-11.0997028886457
"3","Median",-1.87677598621524
"4","Mean",-8.29513124588396
"5","3rd Qu.",2.87024946613837
"6","Max.",69.0127525988951
