"","Var1","Freq"
"1","Min.",0.058165349197517
"2","1st Qu.",2.2203470380678
"3","Median",6.13602091089089
"4","Mean",13.6837420608963
"5","3rd Qu.",14.6223576561681
"6","Max.",196.654332553311
