"","Var1","Freq"
"1","Min.",0.0353463709163115
"2","1st Qu.",3.2229188009026
"3","Median",20.4666923114281
"4","Mean",78.3718536110143
"5","3rd Qu.",76.3845875281534
"6","Max.",1368.78018739527
