"","Var1","Freq"
"1","Min.",0.0148085257122062
"2","1st Qu.",2.18339564175317
"3","Median",5.69483818526784
"4","Mean",12.3621020742709
"5","3rd Qu.",12.5704854726639
"6","Max.",222.713401114919
