"","Var1","Freq"
"1","Min.",0.0329333248992796
"2","1st Qu.",2.78898485975988
"3","Median",7.00460671611706
"4","Mean",14.7170912455569
"5","3rd Qu.",15.335053941598
"6","Max.",205.446310103039
