"","Var1","Freq"
"1","Min.",0.117800028282844
"2","1st Qu.",2.80759705872566
"3","Median",20.8173566617977
"4","Mean",74.4357534086091
"5","3rd Qu.",76.1305498652592
"6","Max.",1676.86142598453
