"","Var1","Freq"
"1","Min.",0.0116705719251051
"2","1st Qu.",2.59007743513527
"3","Median",19.4471998316729
"4","Mean",59.1768865536149
"5","3rd Qu.",67.170337841113
"6","Max.",765.326796104214
